512	1.844	19	3
513	1.846	11	3
514	1.686	26	10
515	1.809	3	2
516	1.722	7	6
517	1.816	6	2
518	1.885	4	3
519	2.012	9	8
520	1.844	4	4
521	2.107	8	5
522	1.811	9	8
523	1.673	2	1
524	2.116	7	6
525	1.909	3	3
526	1.857	4	3
527	1.919	5	4
528	1.809	12	11
529	2.016	12	3
530	1.678	20	20
531	1.620	3	1
532	2.078	25	6
533	1.766	9	8
534	1.636	2	2
535	1.751	3	2
536	1.678	4	3
537	1.639	2	2
538	1.630	2	2
539	1.659	12	11
540	1.742	28	21
541	1.603	13	1
542	1.604	16	2
543	2.003	15	4
544	1.839	5	3
545	2.064	23	6
546	2.152	28	10
547	1.798	29	15
548	1.727	12	12
549	1.703	13	12
550	1.950	16	5
551	1.914	9	3
552	1.683	8	7
553	1.900	19	13
554	1.714	16	7
555	2.016	12	5
556	1.978	5	4
557	1.746	8	4
558	1.728	18	11
559	1.728	59	58
560	1.210	49	17
561	1.892	4	4
562	2.024	23	23
563	1.805	26	25
564	1.856	16	16
565	1.928	4	3
566	1.617	2	1
567	1.863	3	2
568	1.739	3	2
569	1.934	3	2
570	2.055	5	4
571	2.004	4	4
572	1.585	2	1
573	1.745	8	8
574	1.658	2	1
575	1.729	10	9
576	1.691	10	9
577	1.894	4	3
578	1.966	5	3
579	1.684	10	10
580	1.980	4	3
581	1.840	3	3
582	1.656	2	1
583	1.807	15	12
584	1.761	13	12
585	1.713	20	20
586	1.727	29	8
587	1.772	24	10
588	1.787	7	6
589	1.963	3	2
590	1.592	2	2
591	1.867	8	7
592	1.906	3	2
593	1.633	3	2
594	1.835	4	4
595	1.766	10	9
596	1.715	18	12
597	1.822	4	3
598	2.046	4	4
599	2.026	9	8
600	1.851	23	16
601	1.745	6	5
602	1.949	9	4
603	1.853	7	3
604	1.881	4	3
605	1.778	4	4
606	1.848	4	4
607	1.610	4	1
608	1.811	3	3
609	1.692	8	7
610	1.839	5	4
611	1.660	2	2
612	1.914	3	3
613	1.799	7	3
614	1.779	16	15
615	1.778	3	2
616	1.743	13	12
617	1.729	39	29
618	1.828	24	16
619	1.611	2	2
620	2.106	4	3
621	1.886	4	4
622	1.782	4	3
623	1.820	17	16
624	1.862	6	5
625	1.707	9	8
626	1.725	7	6
627	1.709	9	8
628	1.892	22	22
629	1.765	21	8
630	1.897	3	2
631	1.811	4	4
632	1.863	4	4
633	1.863	4	3
634	1.750	15	14
635	1.797	15	3
636	1.619	2	1
637	1.640	2	2
638	1.628	2	1
639	1.843	4	3
640	2.048	30	29
641	1.947	25	3
642	2.054	13	4
643	1.718	6	4
644	1.725	9	8
645	1.736	4	3
646	1.845	3	3
647	1.776	13	13
648	1.838	9	3
649	2.060	18	5
650	2.115	6	6
651	2.090	20	14
652	2.121	12	10
653	1.701	14	13
654	1.670	2	1
655	1.688	11	10
656	1.967	18	6
657	1.896	7	4
658	1.785	14	10
659	1.620	2	1
660	1.856	5	4
661	1.885	5	4
662	1.665	2	1
663	1.908	5	3
664	1.738	15	12
665	2.028	6	5
666	1.677	3	2
667	1.784	4	3
668	1.631	3	2
669	1.749	7	7
670	1.797	15	12
671	2.163	7	6
672	1.726	8	8
673	1.698	14	7
674	1.683	10	7
675	1.668	4	2
676	1.833	5	3
677	1.840	4	3
678	1.808	3	3
679	1.712	2	1
680	1.640	6	5
681	1.907	5	4
682	1.884	16	15
683	1.645	16	2
684	1.854	5	4
685	1.741	3	2
686	2.076	21	21
687	1.636	14	2
688	1.831	17	16
689	1.666	5	2
690	1.951	11	3
691	1.784	8	6
692	1.808	4	4
693	2.138	6	5
694	1.633	7	1
695	2.029	5	5
696	1.761	4	3
697	1.589	4	1
698	1.654	3	2
699	1.860	5	3
700	1.758	8	8
701	1.764	8	2
702	1.741	3	2
703	2.040	4	3
704	1.781	3	2
705	1.866	4	3
706	1.870	5	4
707	1.639	2	2
708	1.827	5	4
709	2.081	5	5
710	1.833	26	25
711	1.775	27	15
712	1.752	3	2
713	1.818	11	10
714	1.881	11	10
715	1.664	2	1
716	1.828	3	3
717	1.904	19	18
718	1.655	2	1
719	1.976	4	3
720	1.779	13	12
721	1.625	14	1
722	1.953	14	4
723	1.778	17	8
724	2.004	5	4
725	1.763	5	2
726	1.733	3	3
727	1.911	20	19
728	1.955	3	3
729	1.858	11	11
730	1.927	6	5
731	1.792	11	10
732	1.672	3	1
733	1.709	12	9
734	1.811	3	3
735	1.800	4	3
736	1.867	4	3
737	1.746	20	20
738	1.630	14	1
739	1.127	5	3
740	2.042	19	5
741	1.581	17	5
742	1.925	3	3
743	1.636	3	2
744	1.985	6	6
745	1.801	6	3
746	1.947	4	3
747	1.793	4	4
748	1.975	4	3
749	2.136	10	9
750	1.841	31	27
751	1.654	25	2
752	1.881	7	6
753	2.000	10	3
754	2.024	7	6
755	1.596	8	1
756	2.016	5	5
757	1.926	3	2
758	1.843	6	3
759	1.722	3	2
760	1.633	2	1
761	1.692	9	8
762	1.838	9	3
763	1.733	6	3
764	1.716	16	10
765	2.031	3	2
766	1.797	15	15
767	1.965	4	3
768	1.623	2	1
769	1.805	4	3
770	1.701	12	12
771	1.642	13	12
772	1.681	8	8
773	1.677	10	1
774	1.712	12	7
775	1.930	18	17
776	1.841	19	3
777	1.988	17	16
778	1.858	4	4
779	1.654	2	2
780	2.043	6	5
781	1.816	3	3
782	1.647	2	1
783	1.694	5	4
784	1.711	4	3
785	1.941	3	3
786	1.675	17	16
787	1.766	6	5
788	1.987	4	4
789	1.603	2	1
790	2.085	9	8
791	1.718	11	4
792	2.020	8	7
793	1.962	12	5
794	1.719	19	19
795	1.833	19	4
796	1.735	16	9
797	1.923	3	3
798	1.889	6	5
799	2.058	7	6
800	2.004	11	10
801	1.759	13	12
802	1.760	14	3
803	1.678	17	16
804	1.736	18	3
805	1.808	29	28
806	1.766	35	14
807	1.740	31	18
808	1.728	10	2
809	1.951	6	5
810	1.865	5	3
811	1.612	2	2
812	1.659	3	2
813	1.626	2	2
814	1.899	4	3
815	1.655	3	2
816	1.652	2	2
817	1.673	3	2
818	1.956	6	5
819	1.852	4	3
820	1.896	2	2
821	2.119	10	9
822	1.739	11	10
823	1.639	13	2
824	1.780	17	8
825	1.937	8	7
826	1.691	10	9
827	1.753	10	10
828	1.637	11	1
829	1.741	10	10
830	2.164	13	12
831	1.879	4	3
832	1.678	2	1
833	1.822	7	6
834	1.642	16	14
835	1.717	10	10
836	1.775	5	4
837	2.004	5	4
838	1.754	24	23
839	1.850	9	3
840	1.858	5	4
841	1.648	2	1
842	1.822	21	20
843	1.708	6	5
844	1.631	2	1
845	1.694	10	10
846	1.827	3	2
847	1.684	5	1
848	1.631	2	1
849	1.907	4	3
850	1.721	10	9
851	1.935	5	4
852	1.838	3	2
853	1.688	15	15
854	1.681	18	9
855	1.774	3	2
856	1.983	7	6
857	1.715	11	10
858	1.878	4	3
859	1.698	12	11
860	1.776	4	4
861	2.040	10	9
862	1.795	12	2
863	2.015	14	6
864	1.821	3	2
865	1.832	12	11
866	1.931	19	15
867	1.648	9	1
868	1.671	2	2
869	1.658	9	8
870	2.035	9	6
871	1.694	6	5
872	1.806	13	13
873	1.738	10	5
874	1.895	5	4
875	1.803	3	3
876	1.941	5	4
877	1.642	7	1
878	1.651	2	1
879	1.198	6	4
880	1.321	6	4
881	1.678	12	11
882	1.991	6	6
883	1.618	7	1
884	2.068	10	6
885	2.053	6	5
886	1.875	11	11
887	1.940	5	4
888	1.784	4	3
889	1.678	7	6
890	1.796	17	16
891	1.613	7	1
892	1.618	15	2
893	2.115	10	9
894	1.995	5	5
895	1.615	2	1
896	1.678	2	2
897	1.886	4	3
898	1.786	15	14
899	1.697	22	21
900	1.738	11	10
901	1.791	4	3
902	2.054	25	21
903	2.059	6	5
904	1.657	2	2
905	1.798	21	20
906	1.583	21	2
907	1.809	25	3
908	1.785	4	3
909	1.647	2	1
910	1.774	6	6
911	1.748	7	3
912	1.680	10	10
913	1.749	6	6
914	1.700	12	12
915	1.743	12	4
916	1.675	21	13
917	1.797	10	10
918	1.619	9	1
919	1.857	5	4
920	1.819	4	3
921	1.749	4	3
922	1.687	10	7
923	2.003	6	5
924	2.137	10	9
925	1.714	9	8
926	2.025	6	5
927	1.934	9	5
928	1.885	3	2
929	2.157	7	7
930	1.707	6	5
931	1.681	13	12
932	2.067	20	7
933	1.714	13	13
934	1.643	13	1
935	1.578	3	2
936	1.991	8	3
937	1.781	3	2
938	1.683	23	10
939	1.690	2	2
940	1.876	4	3
941	1.727	14	13
942	1.743	12	3
943	1.774	14	13
944	1.967	11	6
945	1.904	27	22
946	2.173	7	6
947	1.725	4	3
948	1.753	5	5
949	1.755	7	6
950	1.809	21	20
951	1.968	29	13
952	1.785	36	29
953	1.988	28	3
954	1.786	6	3
955	1.807	6	5
956	1.941	5	4
957	2.033	11	6
958	2.050	5	4
959	1.695	15	10
960	1.856	3	2
961	1.744	13	13
962	1.714	24	23
963	1.766	23	5
964	1.645	3	2
965	1.892	5	4
966	1.644	2	2
967	1.744	8	7
968	1.821	3	2
969	1.801	12	11
970	1.752	19	11
971	1.767	10	7
972	1.959	7	4
973	1.839	4	3
974	1.763	8	7
975	1.638	2	2
976	1.712	12	11
977	1.613	3	2
978	2.014	3	2
979	1.873	14	13
980	1.673	2	1
981	1.915	4	3
982	1.732	17	16
983	2.143	29	11
984	1.638	1	1
985	1.903	6	5
986	2.005	5	4
987	1.859	3	3
988	1.788	3	3
989	1.709	17	16
990	2.027	5	4
991	1.726	17	16
992	1.851	19	18
993	1.626	14	1
994	2.020	21	5
995	1.800	31	11
996	1.877	30	13
997	1.654	2	2
998	2.115	20	19
999	1.779	13	6
1000	2.123	12	11
1001	1.776	14	14
1002	1.712	7	6
1003	1.841	4	3
1004	1.800	3	3
1005	1.655	2	1
1006	1.653	3	2
1007	1.973	6	6
1008	1.672	5	2
1009	1.650	4	1
1010	1.774	7	7
1011	1.979	10	5
1012	2.097	10	7
1013	1.765	3	3
1014	1.895	4	4
1015	1.646	11	10
1016	1.644	2	2
1017	1.792	4	3
1018	1.614	2	1
1019	1.770	8	7
1020	2.031	5	4
1021	1.848	3	3
1022	1.699	8	7
1023	1.619	2	1
1024	1.706	6	5
1025	1.777	12	11
1026	1.650	9	1
1027	1.648	3	2
1028	1.983	9	9
1029	1.700	20	19
1030	1.986	5	5
1031	1.684	4	1
1032	1.666	2	1
1033	1.724	11	11
1034	1.600	2	1
1035	1.806	15	15
1036	1.832	20	20
1037	1.893	8	3
1038	1.651	2	1
1039	1.736	9	9
1040	1.713	5	4
1041	1.998	4	3
1042	1.993	18	14
1043	1.675	16	12
1044	1.854	15	14
1045	1.635	2	1
1046	1.729	9	9
1047	1.713	14	14
1048	2.083	8	7
1049	1.849	4	3
1050	2.052	6	5
1051	1.943	45	45
1052	1.882	54	15
1053	1.757	12	11
1054	1.644	2	2
1055	2.089	7	6
1056	2.105	7	6
1057	2.163	10	9
1058	1.897	15	14
1059	1.774	30	28
1060	1.634	2	1
1061	1.780	4	4
1062	2.018	4	4
1063	1.858	5	3
1064	1.824	3	2
1065	1.678	9	8
1066	1.615	2	1
1067	1.892	4	4
1068	1.594	1	1
1069	1.754	4	3
1070	2.015	23	22
1071	1.594	4	1
1072	1.176	9	5
1073	1.892	4	3
1074	1.699	21	18
1075	1.730	31	29
1076	1.751	8	7
1077	2.125	6	5
1078	1.667	2	2
1079	2.002	6	5
1080	1.931	43	42
1081	1.891	3	3
1082	1.779	16	16
1083	1.548	9	8
1084	1.658	2	1
1085	1.802	4	3
1086	1.700	8	7
1087	1.712	9	8
1088	1.710	11	1
1089	1.977	6	5
1090	1.852	3	3
1091	2.145	13	10
1092	1.981	4	4
1093	1.867	19	19
1094	1.852	17	3
1095	1.916	4	3
1096	1.652	24	8
1097	1.693	8	6
1098	1.972	36	15
1099	1.833	3	3
1100	1.783	22	22
1101	1.890	4	3
1102	1.742	9	8
1103	1.625	2	2
1104	1.758	3	3
1105	1.873	3	2
1106	1.626	2	1
1107	1.919	3	3
1108	1.751	3	2
1109	1.731	5	4
1110	1.858	8	7
1111	1.201	9	4
1112	1.411	8	6
1113	1.726	9	9
1114	1.954	5	4
1115	1.800	46	38
1116	1.800	11	11
1117	1.717	23	12
1118	1.824	5	5
1119	2.105	11	5
1120	1.909	4	3
1121	1.770	4	3
1122	1.764	11	11
1123	2.002	6	5
1124	1.810	4	3
1125	1.642	7	7
1126	1.663	8	2
1127	1.736	7	7
1128	1.684	6	6
1129	1.722	17	15
1130	1.903	17	5
1131	1.898	4	3
1132	1.813	4	3
1133	1.906	5	4
1134	1.635	2	1
1135	1.808	5	4
1136	1.637	4	1
1137	1.635	2	1
1138	1.796	4	3
1139	1.831	7	3
1140	1.897	6	5
1141	1.813	3	2
1142	1.795	6	3
1143	1.695	3	2
1144	1.694	7	6
1145	1.744	18	11
1146	1.721	10	10
1147	1.635	2	1
1148	1.782	3	3
1149	1.641	3	3
1150	1.807	4	3
1151	1.850	4	3
1152	1.850	10	10
1153	1.820	4	4
1154	1.729	11	11
1155	1.911	20	19
1156	1.658	2	1
1157	1.697	2	2
1158	1.985	4	3
1159	1.820	5	2
1160	1.692	8	7
1161	1.866	5	4
1162	1.988	5	4
1163	1.763	15	14
1164	1.929	6	5
1165	2.121	11	10
1166	1.757	11	10
1167	1.627	4	2
1168	1.844	14	4
1169	1.674	12	10
1170	2.144	7	6
1171	1.853	11	4
1172	1.753	11	10
1173	1.676	15	7
1174	1.826	7	2
1175	1.125	3	2
1176	1.461	11	7
1177	1.814	4	3
1178	1.958	46	43
1179	2.006	21	3
1180	1.894	3	2
1181	1.911	6	5
1182	1.787	4	3
1183	1.737	3	2
1184	1.997	5	4
1185	1.626	2	1
1186	1.677	13	12
1187	1.642	2	2
1188	1.898	2	2
1189	1.626	2	1
1190	1.661	2	2
1191	1.796	3	3
1192	2.061	19	15
1193	1.819	4	3
1194	1.981	6	5
1195	1.763	2	1
1196	1.978	6	6
1197	1.753	26	22
1198	1.643	16	2
1199	1.693	21	3
1200	1.882	8	7
1201	2.015	22	21
1202	1.853	25	3
1203	1.788	14	3
1204	1.982	4	4
1205	1.672	6	5
1206	1.756	10	9
1207	1.224	13	4
1208	1.711	24	16
1209	2.238	5	5
1210	2.004	12	11
1211	1.695	2	1
1212	2.060	7	6
1213	1.791	4	3
1214	1.805	20	17
1215	1.704	13	12
1216	1.722	23	18
1217	1.635	2	1
1218	1.782	15	14
1219	1.793	31	16
1220	1.660	3	2
1221	1.705	13	12
1222	1.939	8	2
1223	1.746	13	6
1224	1.611	2	1
1225	1.770	14	14
1226	2.062	7	7
1227	1.754	9	4
1228	1.793	11	10
1229	1.876	11	11
1230	1.677	3	2
1231	1.774	26	26
1232	1.635	2	1
1233	1.856	4	3
1234	1.801	3	3
1235	1.764	3	3
1236	1.670	7	6
1237	1.644	2	1
1238	1.933	24	22
1239	1.213	13	4
1240	1.216	19	6
1241	1.511	28	9
1242	1.804	16	12
1243	1.744	19	15
1244	1.757	3	2
1245	1.863	4	3
1246	1.665	9	8
1247	1.844	10	3
1248	1.642	2	1
1249	2.168	12	10
1250	1.896	3	2
1251	1.671	9	5
1252	1.674	12	11
1253	1.598	2	1
1254	2.056	23	22
1255	1.845	27	4
1256	1.640	2	2
1257	1.883	4	3
1258	1.669	11	7
1259	2.118	5	5
1260	1.764	16	12
1261	1.952	3	2
1262	1.895	6	5
1263	1.629	2	1
1264	1.911	4	3
1265	1.755	6	2
1266	1.750	4	3
1267	1.810	3	2
1268	1.857	4	4
1269	2.003	3	2
1270	1.914	5	4
1271	2.057	6	6
1272	2.136	12	11
1273	1.626	13	1
1274	1.813	4	3
1275	1.915	5	4
1276	1.669	9	8
1277	1.821	4	3
1278	1.930	3	3
1279	1.838	4	3
1280	1.900	3	3
1281	1.750	3	2
1282	1.924	4	4
1283	1.793	4	3
1284	1.900	3	3
1285	1.639	3	2
1286	1.774	9	8
1287	1.861	4	3
1288	1.976	6	6
1289	1.672	20	14
1290	1.667	4	2
1291	1.660	7	6
1292	2.003	6	4
1293	1.712	9	7
1294	1.806	4	3
1295	1.808	3	2
1296	1.771	7	7
1297	1.596	7	1
1298	1.616	2	1
1299	1.724	9	8
1300	1.702	3	2
1301	1.697	9	5
1302	1.677	9	8
1303	1.656	2	2
1304	1.726	10	9
1305	1.636	2	1
1306	1.811	5	4
1307	2.063	7	7
1308	1.810	9	4
1309	1.773	14	13
1310	1.774	7	2
1311	1.641	2	1
1312	1.659	2	1
1313	2.005	6	5
1314	1.756	3	3
1315	1.711	11	10
1316	2.204	9	6
1317	1.682	6	5
1318	1.950	5	5
1319	1.677	12	12
1320	1.972	6	5
1321	1.824	4	1
1322	1.701	9	8
1323	1.867	8	2
1324	1.687	12	11
1325	1.649	8	2
1326	1.631	2	2
1327	1.795	2	2
1328	1.861	4	4
1329	1.835	3	3
1330	1.778	15	14
1331	1.980	7	6
1332	1.639	2	1
1333	1.721	7	6
1334	1.972	5	4
1335	1.819	8	6
1336	1.767	16	16
1337	1.797	9	2
1338	1.685	19	13
1339	1.961	5	4
1340	2.145	8	7
1341	2.107	16	15
1342	1.949	4	3
1343	1.801	3	2
1344	1.646	2	1
1345	1.723	11	10
1346	1.786	10	4
1347	1.835	14	14
1348	1.662	8	7
1349	1.706	7	7
1350	1.887	16	16
1351	1.843	3	2
1352	1.946	3	3
1353	1.651	2	2
1354	1.684	3	2
1355	1.766	4	3
1356	1.673	14	14
1357	1.732	18	14
1358	1.634	2	2
1359	1.648	2	1
1360	1.712	7	7
1361	1.694	10	9
1362	2.011	9	6
